scenario_id,family_id,terminal_state,q_code,action_label,action_sequence_hash,parameter_policy_hash,required_policy_set,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29
42768965238b,F01,REPAIR,,REPAIR_F01_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N
6abb7048b8eb,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
2b522e144593,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
bc786eaf3a98,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N
addc4ed410bb,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
d8fce4c5b5e0,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
71072448af7b,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N
9c9922d5da49,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N
4928f4455048,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N
7696ad9be9c5,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N
d0b3c3a9f488,F01,AUTO,,AUTO_F01_MAB,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
9e5a26df95b4,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
39829d51ace7,F01,REPAIR,,REPAIR_F01_CMTM,625092f45d69,3d9b119a827c,cmt_analyte_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
1048feba78b3,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
7ac7a46f231e,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
439c4ad2e043,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
6929aa77fceb,F01,REPAIR,,REPAIR_F01_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
6c809522d5ef,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
bd1de3095d26,F01,REPAIR,,REPAIR_F01_BLQ_CMTM,ad950bea7a00,b0d8a8150750,"blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
2b196b384bf4,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
1a116ef989a6,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N
7b9bfacbf1aa,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
7e8477372b1f,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N
ad34f2763336,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N
20666b5650b4,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N
557f561711f8,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N
2cb0e25f2548,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N
fb619423666d,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N
994d2d78e747,F01,AUTO,,AUTO_F01_ADC,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
10ac07fd7147,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N
b56b221bed0a,F24,REPAIR,,REPAIR_F24_CMTROLE,067eec0a7a08,835c27d30e59,"analyte_role_declaration,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N
24e966d4b125,F24,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
6f5333b41466,F24,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N
bc8f8577461d,F24,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N
819311e03fea,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N
a0376fb8aaa1,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N
714ab94f7ade,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N
2af87448025f,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N
84236623cb91,F01,REPAIR,,REPAIR_F01_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
2ee99d0edc00,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N
ef634aab678c,F24,REPAIR,,REPAIR_F24_BLQ_CMTROLE,b0a07c38e805,0fb8c6d4335c,"analyte_role_declaration,blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N
4612c809bddf,F24,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
2a5a5dbe2db8,F24,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N
899b94a3117d,F24,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N
0c07e4b29ac1,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N
637cfb5c4e48,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N
45802fcfeb95,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N
19d5dde446e4,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N
5455c0f2a137,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N
e9ccfe2648a0,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N
ec959084f568,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N
196d06ef4b74,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N
5ea68f5873de,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N
dce04490165a,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N
022963155878,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N
c8278c46b6dc,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N
f65ce3b9e55f,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N
78d5df6c3169,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N
6742fdeb8e28,F01,AUTO,,AUTO_F01_ADC,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
47319b073b04,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N
ba63d76d8900,F24,REPAIR,,REPAIR_F24_CMTROLE,067eec0a7a08,835c27d30e59,"analyte_role_declaration,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N
5fddeaf56b11,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N
11d3d06a7b0f,F24,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
2aca0ab552ed,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
fcfae4a50522,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N
00cb59870607,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N
9fc9d0f0de8a,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N
c52c385da104,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N
3416216925e4,F01,REPAIR,,REPAIR_F01_BLQ,f67c49c740b6,5598114a142c,blq_handling_policy,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
994166a722cf,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N
63c3ab3a1bea,F24,REPAIR,,REPAIR_F24_BLQ_CMTROLE,b0a07c38e805,0fb8c6d4335c,"analyte_role_declaration,blq_handling_policy,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N
b097f7eb5b66,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N
687bfb28d40f,F24,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
95702599e0b1,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N
bea5b6dbd586,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,f452000cd78c,1a93afeda678,"blq_handling_policy,cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N
1b38f5e4ff57,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N
f14d19916bb9,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N
8e972e4a9b74,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N
b45f240ad4fc,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N
1b9250f0235a,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N
2853273b4425,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N
793098a98303,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N
1e91132c7c45,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N
d54dcbd1a04f,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N
f9c2ef7148f2,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N
cfb231e26e3b,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N
eaf3f5c27e10,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N
c30d6e17b1c8,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,459af0d7d91c,0ff39de5a52e,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N
8b09b7e40f88,F01,AUTO,,AUTO_F01_BISPECIFIC,375dc3d886a9,44136fa355b3,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
c1b7042259e0,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N
59a488747a6b,F25,REPAIR,,REPAIR_F25_CMTROLE,067eec0a7a08,ea8fdc70131d,"analyte_role_declaration,cmt_analyte_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N
7ecef648fe30,F25,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N
4ae116f261ad,F25,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,459af0d7d91c,fc80a095c5ee,q_code,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N
857a04743afc,F25,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,459af0d7d91c,9d9b4b667195,q_code,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N
23f4269c8fdc,F22,REPAIR,,REPAIR_F22_DDIVP,9778a409567c,3b6e37a453cb,"cmt_analyte_policy,dual_cmt_policy",Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N
